"segID" "uniqueID" "xcen" "ycen" "xmax" "ymax" "RAcen" "Deccen" "RAmax" "Decmax" "sep" "flux" "mag" "flux_app" "mag_app" "cenfrac" "N50" "N90" "N100" "R50" "R90" "R100" "SB_N50" "SB_N90" "SB_N100" "xsd" "ysd" "covxy" "corxy" "con" "asymm" "flux_reflect" "mag_reflect" "semimaj" "semimin" "axrat" "ang" "signif" "FPlim" "flux_err" "mag_err" "flux_err_sky" "flux_err_skyRMS" "flux_err_shot" "flux_err_cor" "cor_seg" "sky_mean" "sky_sum" "skyRMS_mean" "Nedge" "Nsky" "Nobject" "Nborder" "Nmask" "edge_frac" "edge_excess" "flag_border" "iter" "origfrac" "Norig" "skyseg_mean" "flag_keep"
"21" 22 199348 197.989155759801 346.132226201696 198.5 347.5 352.289170477652 -31.8064659462511 352.289113876267 -31.8063371465497 0.494959368264279 1801.37338342508 21.860990646388 357.004358178148 23.6183162053696 0.0335839843916849 23.2057266265991 62.343721158514 151 1.09974226132628 1.80255983219837 2.80531608833408 23.678551970448 24.1133645802554 24.9594314201133 3.0904733089745 2.15964876616361 0.0624106687405261 0.00935084188427041 0.610100281656148 NA NA NA 3.10405468929484 2.17867372787724 0.701879942834439 90.7315597884032 17.6598927263229 3.03782711699931 111.111939917687 0.0669701556931884 5.54804320864515 110.973340982539 0 0 0 -0.506548128824128 -76.4887674524433 9.03086819534441 NA NA NA NA NA NA NA NA 1 0.884277629174728 66 0.241642850476342 TRUE
"22" 23 153267 152.964655405322 267.556893745014 152.5 266.5 352.294159682389 -31.8138651140034 352.294211176129 -31.8139646370533 0.391384114961148 1675.78269005599 21.9394557498081 307.046883309513 23.7819882664532 0.0337490619555001 27.667167016367 66.1548526734109 252 1.03910467642337 1.606785140579 3.13600844727426 23.947940873886 24.2562521482107 25.5939555072543 3.68619065736273 3.48662726611936 0.434394245528741 0.0337987584441266 0.646697962397717 NA NA NA 3.71387198590831 3.48114819959746 0.937336616018568 105.627549543001 11.6498737283784 2.87999850160441 146.938846979643 0.0952013808221657 10.3829067801416 146.571552487179 0 0 0 -0.682382378650854 -171.960359420015 9.23313929368649 NA NA NA NA NA NA NA NA 2 0.715289736690453 58 0.0355617034920426 TRUE
"23" 24 108054 105.915047625716 53.4232259667939 107.5 53.5 352.299375213833 -31.834029149409 352.299199538486 -31.8340219306359 0.537928815010386 2678.06609676554 21.4304467711607 297.210827472504 23.8173384328885 0.018549735968526 50.8530739353945 126.945856965452 350 1.91617238263408 3.0275075672075 5.02701283011978 24.0998131908592 24.4548852323178 25.4416152875288 5.77053034993884 4.06678827576454 12.1851235502123 0.519233428359633 0.632920757453798 NA NA NA 6.30799994107423 3.19587089896772 0.506637750288798 117.741182068145 14.3000863883629 2.77481612863746 164.152278956012 0.0665502888712689 27.5666417692331 161.821046060205 0 0 0 -0.102804916535878 -35.9817207875571 8.64969425172385 NA NA NA NA NA NA NA NA 2 0.689055397012591 100 -2.14631151922152 TRUE
"24" 25 293037 293.94797401735 34.769476937175 292.5 36.5 352.278533562426 -31.8357853053025 352.278694080154 -31.835622363835 0.764919409560051 1331.67838336984 22.1890016248384 280.011588025154 23.8820599885083 0.0341615254239863 23.220545503032 60.5155297812815 150 1.02019113232442 1.64694370670818 2.59293102831971 24.0072560646911 24.4090608558777 25.28022817797 2.93117997083059 2.68140195764974 -1.43638062821521 -0.182753260040181 0.619445053385292 NA NA NA 3.09394345825191 2.52505703243046 0.81612901673941 58.0061240844253 10.8475623639775 3.03982896129059 108.403037880559 0.0883825286964974 8.60484557013996 108.06097933319 0 0 0 -0.0933407222535753 -14.0011083380363 8.82312430617135 NA NA NA NA NA NA NA NA 1 0.837820691347347 64 -1.35587827970763 TRUE
"25" 26 321036 320.456166613922 37.6655990538909 320.5 35.5 352.275595408495 -31.8355122567919 352.275590514949 -31.8357161834072 0.734288418969987 1632.02326953542 21.96818413332 265.61202871557 23.9393806526416 0.0291097673874231 31.9438589294152 76.5823688754236 176 1.48452806446122 2.29857733765414 3.48458494922363 24.1327259761165 24.4438982551745 25.2329642083477 3.13851604912077 3.73392328203601 6.40294321111134 0.546373850251551 0.645846472138409 NA NA NA 4.32451622804468 2.29296579130554 0.530224809063163 143.860191777438 12.0251073260199 2.99135466567521 116.563313136084 0.0775460813462739 17.1957116789498 115.287958907751 0 0 0 -0.634247555150896 -111.627569706558 8.69009480690115 NA NA NA NA NA NA NA NA 1 0.835562079696967 79 0.0364451565593481 TRUE
"26" 27 225292 226.55599957083 290.799022327932 224.5 291.5 352.286004791911 -31.8116763937606 352.286232625672 -31.8116103945147 0.736379757771132 996.534258110582 22.5037694171387 279.962881991388 23.8822488610631 0.0553938743505165 17.6941089686531 45.9567766169752 109 0.857083801329684 1.38128634432355 2.12726790288797 24.0269145556249 24.4250354488039 25.2483340674826 2.3880028775889 2.19212663901729 0.500311959287084 0.0955741399833409 0.62049683242863 NA NA NA 2.45138307476016 2.15994551450761 0.881113007896136 114.060629669556 9.13328658648738 3.13473211767585 95.4888137776821 0.104036224970734 2.28804694975877 95.4613974223327 0 0 0 -1.12954964343615 -123.12091113454 9.14354324882735 NA NA NA NA NA NA NA NA 1 0.815844929224846 43 -0.648339862624804 TRUE
"27" 28 191050 190.949634746807 49.9484259662026 190.5 49.5 352.289950048894 -31.8343565972152 352.289999885536 -31.8343988245615 0.215273600534958 1286.30070452505 22.2266437312319 284.087817671671 23.8663684735192 0.0398082817007627 22.7443936315255 56.0165675328537 179 0.961607286596424 1.50910275104616 2.69765917470722 24.0224030333174 24.3628270968898 25.509774714174 3.00975014490443 3.34705206297143 0.0770200344793052 0.00764558633642336 0.63720464754955 NA NA NA 3.35988897199877 3.02310539062643 0.899763479037826 177.945418684079 10.4443538547184 2.98619012566477 116.235942483673 0.0981120282409432 4.45170406677201 116.150663605377 0 0 0 -0.0845673897122242 -15.1375627584881 8.68150455987498 NA NA NA NA NA NA NA NA 2 0.612320695839435 39 0.827445617318153 TRUE
"28" 30 38225 38.9169108327252 223.329579436754 37.5 224.5 352.306798567072 -31.8180289593492 352.306955570492 -31.8179187258032 0.623015260339491 1223.55309302548 22.2809429519519 240.818690243417 24.045774524904 0.0454675617303568 25.7114423826829 58.2098634055735 208 1.0551899635493 1.58769004411597 3.0012287554137 24.2098324484864 24.4588265342882 25.7270996948512 3.48712223308849 3.37898215405119 -1.94953261576191 -0.1654540629937 0.664607029224545 NA NA NA 3.72245494399842 3.1444455339214 0.844723598062906 50.3908867329348 7.29880479879295 2.93997249455951 130.981501992516 0.116228187953191 8.55513225204331 130.701811679738 0 0 0 0.188419397893404 39.191234761828 9.06249683342946 NA NA NA NA NA NA NA NA 2 0.553435727341496 36 0.459344758749008 TRUE
"29" 31 61281 59.6767844815012 281.821014835703 60.5 280.5 352.304497180732 -31.8125212718674 352.304405974964 -31.8126456766988 0.527661291084384 1254.86820837865 22.2535047081255 233.506070705028 24.0792545603419 0.0332944585152297 27.4963442242686 64.0893707232982 297 1.07879322041634 1.64700051195127 3.54551196345932 24.2552654929201 24.5358618584734 26.0863942369109 4.12692918925922 4.30890312135656 -2.47388731740135 -0.139118910266268 0.65500478754451 NA NA NA 4.5246713875241 3.91052504624594 0.86426719452565 36.3814604893596 3.87499086280909 2.82779996916557 159.176156411715 0.137722284138298 10.7981387121429 158.809473805438 0 0 0 -0.0159960642510397 -4.75083108255879 9.21503788778189 NA NA NA NA NA NA NA NA 3 0.452128962709121 30 0.134763657327356 TRUE
"30" 32 286212 284.030283398493 211.328942126146 285.5 211.5 352.279634977742 -31.8191593965051 352.279472103961 -31.8191432734173 0.501597156156258 1686.04885734574 21.9328246119884 247.984929954235 24.0139367761258 0.0229167336214614 33.8342409594496 79.6728379592093 346 1.27232385112271 1.95242604830117 4.068717145324 24.1597891014543 24.4514924615822 25.9315132644627 4.81910902444705 3.96140328163884 3.47444189139253 0.181999101542751 0.651663018033268 NA NA NA 4.96640510802147 3.79710609705658 0.764558269909093 111.348743757942 7.96106279527312 2.77855248416045 166.80407445318 0.107413982664828 29.0856468101439 164.24866636846 0 0 0 -0.800241719628629 -276.883634991506 8.83003062595008 NA NA NA NA NA NA NA NA 3 0.568940245741214 49 -0.739352713339031 TRUE
"31" 33 268037 269.171041946774 36.0889310290686 267.5 36.5 352.281279881855 -31.8356613044741 352.281465106144 -31.8356226100692 0.583371492117949 1369.1646879663 22.1588607756232 209.548168849678 24.1967903248104 0.0280103485802515 32.0629586554164 75.9345778463769 255 1.28748398079461 1.98134374442296 3.63086521102622 24.3274431578064 24.6253518646561 25.8262096322005 4.25665668529369 3.75853197312068 -5.00951534781525 -0.313118579632306 0.649803439922322 NA NA NA 4.6474510100206 3.2883969497134 0.707570008295542 55.863591092105 5.57097704312819 2.87626531550535 141.814834337796 0.11245798359073 8.77924079981845 141.54282803885 0 0 0 0.183702197476178 46.8440603564253 8.86373502060808 NA NA NA NA NA NA NA NA 2 0.684841593304692 62 -0.0915674713425457 TRUE
"32" 34 125133 123.961114778561 131.813217507224 124.5 132.5 352.297374529002 -31.8266475341699 352.297314800094 -31.8265828649125 0.295935042386115 905.840394709676 22.6073707911366 238.731002421807 24.0552279459223 0.0510097435867206 16.1017538755168 42.6678392736966 141 0.843599874747224 1.37325199893288 2.4963729667488 24.0281271455849 24.4480145492045 25.6314169782674 2.61844196702553 2.87021764700703 -1.24788197798942 -0.166041148743513 0.614308135289638 NA NA NA 3.0094736029372 2.49080769412158 0.82765560451854 30.5132933525779 7.63138780125883 3.05841689796686 104.314660210521 0.125031080463026 1.90114302140053 104.297334529932 0 0 0 -0.813146061960473 -114.653594736427 8.78341487747737 NA NA NA NA NA NA NA NA 2 0.510484640772121 19 -0.725509198292077 TRUE
"33" 35 255099 254.824771662011 98.655479795635 254.5 98.5 352.282870585019 -31.8297697381131 352.282906579413 -31.8297843815337 0.122063816702899 1285.07363456456 22.2276799664954 260.587272571315 23.9601169990627 0.0366214026641962 25.1200196045971 65.6183438596438 166 1.03979662642222 1.68054849614066 2.67296000825309 24.1313032961599 24.5356352609813 25.4289485920879 3.28452864303714 2.99453562004968 -1.32273872612213 -0.134484282959907 0.618724558565307 NA NA NA 3.40100038145676 2.89054234565223 0.849909444707005 62.2698380652384 9.30630966192719 3.00917071554504 110.313435870354 0.0932018897394087 2.79795220542942 110.277947011081 0 0 0 0.383569508882637 63.6725384745178 8.55922021814092 NA NA NA NA NA NA NA NA 2 0.440593830603107 25 4.29644637618081 TRUE
"34" 36 2279 1.71191323426442 279.404239108189 1.5 278.5 352.310920507687 -31.8127480345921 352.310944008535 -31.8128331801856 0.314842408863161 380.435044267771 23.5492987107304 213.368971417235 24.1771718409346 0.099151219986446 7.92355614662053 15.739528610246 42 0.783859149783687 1.10477496165335 1.80468998171343 24.2001724546312 24.3071701459993 25.2584203422175 1.25665517125541 2.1794507382854 -1.32396207587303 -0.483406365873179 0.70951929306092 NA NA NA 2.30509330445961 1.08738183624301 0.471730074500358 19.9324668091359 6.27571576043195 3.40452385824052 59.8474826214669 0.170800717822473 0.970017966651404 59.8396209987259 0 0 0 0.385724303765012 16.2004207581305 9.23344623573136 NA NA NA NA NA NA NA NA 1 0.821909421180661 14 1.26442592558653 TRUE
